id,title,genres,overview,poster_path
21191,Sin Nombre,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Set on the border, where Mexico becomes the crucible and the fearsome gangs of today’s Mexican countryside, the gauntlet, to freedom. The stories of a girl living in Honduras and hungering for a brighter future, and two teen gang members, for whom the Mara Salvatrucha is near their entire universe, become interlaced on the train to the border, a journey that will determine the future of their lives",/ktzyg31ibW2MWTZh4KpKMCgtgt6.jpg
148243,Bluebeard,[],"Perrault's fairy tale presented in claymation with choral voices. Bluebeard goes courting, all six of his wives having died. He arrives at the house of a widow with two daughters. He's greatly feared, but he overcomes objections with a generous dowry. One sister (Anne) refuses him; the other accepts. At his castle, the damsel delights in precious minutes away from Bluebeard in the rose garden. The Saracens declare war; Bluebeard goes off to fight them, leaving the keys to the castle in the damsel's hands. He warns her not to enter the forbidden room. As war rages, she discovers riches in the castle and then enters the forbidden room. Will Bluebeard discover her act? Can she escape death?",/cdwVC18URfEdQjjxqJyRMoGDC0H.jpg
15468,"Spy, Stand Up","[{'id': 53, 'name': 'Thriller'}]",A French espionage thriller playing in Zürich.,/vkONQuLBtjqDb4SBQdiPW3rWnld.jpg
85242,Underworld,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]","A crook sets out to get revenge on the thugs who hurt his father in this bloody noir-style crime drama. After being released from prison, Johnny Crown (Denis Leary) goes after Frank (Joe Mantegna), one of the mobsters involved in a series of Father's Day killings. But Johnny isn't certain Frank is responsible for his father's injuries and seeks help from a sex therapist (Annabella Sciorra) to make sure he's got the right man.",/nxBdph9qJmYtRJQW5AP2Cklb2S6.jpg
78504,Restitution,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",A true crime writer investigating a small town murder spree uncovers the devastating truth that changes the town forever.,/1g7CGtTXYoHtqoHhLVZi3FLHN2v.jpg
184846,Dear Mr. Watterson,"[{'id': 99, 'name': 'Documentary'}]","20 years after Calvin and Hobbes stopped appearing in daily newspapers, filmmaker Joel Allen Schroeder has set out to explore the reasons behind the comic strip's loyal and devoted following.",/9O0ZhWvZFjxdUn5HNTb17Dz7iIl.jpg
77883,The Possession,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",/4QjzFuaZmB4btGnLwAgdp23BzIU.jpg
65603,Nightwing,"[{'id': 27, 'name': 'Horror'}]",Killer bats plague an Indian reservation in New Mexico.,/wL0nfWUacghialBywj2EdNXFA4i.jpg
148511,The 'Teddy' Bears,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","A combination of the story of Goldlocks and the Three Bears with the true story of how Teddy Roosevelt spared a bear cub after killing its mother while hunting, an event which led to the popularization of the teddy bear. Goldilocks goes to sleep in the bears' home after watching six teddy bears dance and do acrobatics, viewing them through a knothole in the wall. When she is awoken by the returning bear family, they give chase through the woods, but she runs to the aid of the Old Rough Rider, who saves her.",/dCwOE3eJuw9axhsiGsqOV60B1J2.jpg
339161,Catching the Sun,"[{'id': 99, 'name': 'Documentary'}]","Through interwoven character dramas spanning the U.S. and China, Catching the Sun explores the global economic race to lead the clean energy future. .",/55qMZx3x7sEYiAiKuXuwbp7OLud.jpg
427342,Panfilov's 28 Men,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","USSR, Late November, 1941. Based on the account by reporter Vasiliy Koroteev that appeared in the Red Army's newspaper, Krasnaya Zvezda, shortly after the battle, this is the story of Panifilov's Twenty-Eight, a group of twenty-eight soldiers of the Red Army's 316th Rifle Division, under the command of General Ivan Panfilov, that stopped the advance on Moscow of a column of fifty-four Nazi tanks of the 11th Panzer Division for several days. Though armed only with standard issue Mosin-Nagant infantry rifles and DP and PM-M1910 machine guns, all useless against tanks, and with wholly inadequate RPG-40 anti-tank grenades and PTRD-41 anti-tank rifles, they fight tirelessly and defiantly, with uncommon bravery and unwavering dedication, to protect Moscow and their Motherland.",/poKvkU32E9B1aCc4Pe6BrppMhFO.jpg
239030,Love Steaks,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","A luxury hotel. Steaks frizzle, muffintops getting massaged. Clemens (rare) joins the wellness area as a rookie.  Lara (well-done) needs to assert herself in the kitchen pack.  The elevator brings the two of them together.  They encounter each other, until they clash.",/trew7jpoisB1FdwfIDW69qmItuk.jpg
23205,Second Skin,"[{'id': 99, 'name': 'Documentary'}]","Second Skin takes an intimate look at three sets of computer gamers whose lives have been transformed by online virtual worlds. An emerging genre of computer software called Massively Multiplayer Online games, or MMOs, allows millions of users to interact simultaneously in virtual spaces. Of the 50 million players worldwide, 50 percent consider themselves addicted.",/k4vndn7r9wxU39HGPxHhPvTG7RU.jpg
188927,Star Trek Beyond,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",/mLrQMqyZgLeP8FrT5LCobKAiqmK.jpg
173153,Phil Spector,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson.,/3VxOPeG3e7KSlfs9JTLL2hmtwbj.jpg
10025,Just My Luck,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",/tqDuLqR91WQYXDiobB8YTJ1ZWWO.jpg
378200,The Perfect Match,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Terrence J. stars as Charlie, a playboy who's convinced that relationships are dead. His two best friends, Donald Faison and Robert C. Riley, bet him that if he sticks to one woman for one month, he's bound to get attached. Charlie denies this until he crosses paths with the beautiful and mysterious Eva, played by singer/actress Cassie. They may agree to a casual affair, but eventually Charlie is questioning whether he may actually want more.",/iAfySdR9cVmmSv78JbpiAl5iz9s.jpg
42472,The Man Who Loved Cat Dancing,"[{'id': 37, 'name': 'Western'}]",Western based on the novel by Marilyn Durham. A defiant wife who leaves her husband to take up riding with outlaws.,/nTOEft0zyvizdt7lpSTCTZXQk0J.jpg
339994,The Good Neighbor,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Two high school filmmakers decide to create the illusion of a haunting on an unsuspecting neighbor.,/xrYPVqmUrmOolwh77bldbRfQdLx.jpg
37300,The Woman in White,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","A young painter stumbles upon an assortment of odd characters at an English estate where he has been hired to give art lessons to beautiful Laura Fairlie. Among them are Anne Catherick, a strange young woman dressed in white whom he meets in the forest and who bears a striking resemblance to Laura; cunning Count Fosco, who hopes to obtain an inheritance for nobleman Sir Percival Glyde, whom he plans to have Laura marry; Mr. Fairlie, a hypochondriac who can't stand to have anyone make the slightest noise; and eccentric Countess Fosco who has her own dark secret. The artist also finds himself drawn to Marion Halcomb, a distant relation to Laura for whom the Count also has plans.",/ovCY6xfEB9VC3tO2hM6SbYMhvVs.jpg
287590,Saint Seiya: Legend of Sanctuary,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]","Warriors called ""Saints"" are the champions of hope who have always appeared since the Age of Myth whenever evil threatens the world. In this present day story, many years since the long fought ""Holy War"" we find Saori Kido, a girl troubled by her mysterious powers. She is saved by a boy, Seiya ""Bronze Saint"" from a sudden attack by an assassin, through the accident Saori realizes her destiny and mission and decides to go to ""Sanctuary"" with Seiya and his company of Bronze Saints. In Sanctuary they confront ""Pope"" and wage a desperate battle against the greatest Saints, the ""Gold Saints"".",/54eqz6OFHORtSH30L0gedCOIfBj.jpg
345914,The House,"[{'id': 35, 'name': 'Comedy'}]","When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",/hkmWkVgirei79bwds23Hr0lWSXS.jpg
115656,Ricky Rapper and the Bicycle Thief,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10769, 'name': 'Foreign'}]","Summer vacation has just begun. In honor of Peace Rapper and Lennart Lindberg decide to go on holiday. The duration of Ricky Rapper and Nelli Nuudelipäätä will handle the harsh Elvi - aunt. Luckily, Ricky gets a great comfort to the new bike, but as soon as mysteriously disappears. Risto and Nelli leave together in search of the wheel, and it begins with the thrilling adventure.",/9xHE8a0QIdnxjkKemtaV0pbzOHo.jpg
11825,Police Academy 5: Assignment Miami Beach,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","The Police Academy misfits travel to Miami, Florida for their academy's commanding officer, Lassard, to receive a prestigious lifetime award pending his retirement, which takes a turn involving a group of jewel thieves after their stolen loot that Lassard unknowingly has in his possession.",/iwYu3FsGSNAaDgRC9i9Z7l1iVFm.jpg
25320,Hysteria: The Def Leppard Story,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","A dramatization of the early years of the hard rock band, Def Leppard, the group faces both success and personal tragedies such as drummer, Rick Allen losing his arm in a car accident and guitarist Steve Clark's alcohol addiction.",/nQEbKnU5CriPG9wuKriZl52zg7K.jpg
10209,Hideous Kinky,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.",/kT0whcFasVTs0puS3Fjtjqk1k8o.jpg
73872,Terraferma,"[{'id': 18, 'name': 'Drama'}]",A Sicilian family deals with the arrival of a group of immigrants on their island.,/z1J6pfxzkxhyQSHdtHWS4WgIPj.jpg
51267,Out Of Order,"[{'id': 35, 'name': 'Comedy'}]",A parliament member suddenly finds a dead body in his hotel room...,/tPj3iBw6JijAFOiFbGLbjYGw8Cv.jpg
36931,On the Edge,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]","After working as an undercover in a triad for 8 years, Sheng (Nick Cheung) finally arrests the triad leader (Francis Ng) and resumes his duties as a police officer. However, life does not return to normal as he is faced with suspicions colleagues and even trailed by the investigations team. One day, he meets some triad members whom he has earlier befriended as an undercover. Sheng forced into a corner when asked to collaborate with them once again?",/4F8TgdidS27a1KDB0OJI7uFA6vN.jpg
1367,Rocky II,"[{'id': 18, 'name': 'Drama'}]","After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",/fqJH7mI4dFANRay8qdJoGa7fK1k.jpg
100975,Just Looking,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","It's 1955. Lenny is a 14-year old boy who is totally fascinated by sex. He is too scared to ""do it,"" so he dedicates his summer to seeing two other people do it. Easier said than done. Caught in the act of spying, his mother and stepfather ship him off to spend the summer with his aunt and uncle in ""the country"" -- Queens. His plan looks like a bust and his summer seems destined for boredom, until he meets a whole new group of friends -- young teens who have a ""sex club.""",/xf5n97iEYxKfL27kNiLnM8H5EzN.jpg
9660,Operation Petticoat,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","A World War II submarine commander finds himself stuck with a decrepit sub, a con-man executive officer, and a group of army nurses.",/emhiXStVB3HoE2MtYVRzTNOgOMn.jpg
84085,The Pied Piper,[],"Englishman Mr Howard is on a fishing holiday in eastern France when the Germans invade in 1940. Setting off to try and get back home he is persuaded to take along the two Cavanaugh children, and as his journey progresses his family keeps growing in size. Once in German-occupied northern France a new problem arises - the risk of being heard speaking English.",/bwNDf0NjvcHxtvv59z27x9b6KrH.jpg
386501,Waffle Street,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","WAFFLE STREET is the true story of Jimmy Adams, a V.P. of a $30 billion hedge fund, who loses his job and winds up working as a waiter at a waffle shop. Amidst the greasy madness of the 24-hour diner, Jimmy befriends Edward, an ex-con grill master who serves up hard lessons about life, finance, and grits.",/4DotaRL2H8NZb4XA8FABn7EqwEg.jpg
34474,Blonde Venus,"[{'id': 18, 'name': 'Drama'}]","American chemist Ned Faraday marries a German entertainer and starts a family. However, he becomes poisoned with Radium and needs an expensive treatment in Germany to have any chance at being cured. Wife Helen returns to night club work to attempt to raise the money and becomes popular as the Blonde Venus. In an effort to get enough money sooner, she prostitutes herself to millionaire Nick Townsend.",/hgy1kfysvIy1xqfVPe3souseC4S.jpg
34942,Balto III: Wings of Change,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]","Balto and the other sled dogs are feeling dejected because the mail that used to be delivered by dogsled is now being delivered by airplanes. But when a mail plane crashes in the mountains, the dogs come to the rescue.",/1NLbheOMglYTCZkCJfzlt0DIJHi.jpg
333103,Comedy Central Roast of Justin Bieber,"[{'id': 35, 'name': 'Comedy'}]","Several roasters, and the master himself Kevin Hart, make fun of Justin Bieber.",/v59Hh0ayyPzY3k1YtBAFpxjBBMa.jpg
62046,Flypaper,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.,/czpYP8p0HBXNL3cIsGFMd0a9rSu.jpg
317736,Pani z przedszkola,"[{'id': 35, 'name': 'Comedy'}]","The story about the friendship between two women, family problems and difficult childhood.",/4hVdkfx49Kzw4RYTaqg8AXXc7AK.jpg
45243,The Hangover Part II,"[{'id': 35, 'name': 'Comedy'}]","The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",/yoiJyVknXfU4jcJvPYeMOCgyLky.jpg
292834,Brother Nature,"[{'id': 35, 'name': 'Comedy'}]","Roger, a straight-laced politician has big plans to propose to his dream girl at her family's lake house. But everything goes awry when he meets his potential brother-in-law Todd: a full-time camp counselor with a heart of gold and a wild sense of fun, pining to be Roger's best friend, and ultimately catapulting him into a series of unfortunate events. As Roger tries to take a stand amidst outrageous fishing excursions, propulsive water jetpacks and American history-themed musicals, he realizes that being a part of a new family may be more difficult than he'd thought.",/XbdlRNUcVMJfAvsi0VFJbMKnRG.jpg
11015,The Relic,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",/jD853TWyJYuksMldrFWaXMovRg0.jpg
21982,Aankhen,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","After his hatred of dishonesty costs him his job, an embittered man goes over to the dark side and plots to rob the bank he once managed.",/2rPwbAty2vjDFBcyCAKYakbHFgl.jpg
262522,Poison,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","Traci is a devious teenage girl who befriends and kills anyone who comes between her and her mother, Dana, a failed movie actress who lies for and protects Traci.",/pcpaC1vXDqK3BLMx3Bq0fmpP29p.jpg
211337,Spiral Jetty,"[{'id': 99, 'name': 'Documentary'}]","This film, made by the artist, Robert Smithson, with the assistance of Virgina Dwan, Dwan Gallery &amp; Douglas Christmas, Director, Ace Gallery, (the aforementioned Dwan &amp; Christmas also assisted Smithson financially with the making of the Spiral Jetty), is a poetic and process minded film depicting a ""portrait"" of his renowned earth work -- The Spiral Jetty, as it juts into  the shallows off the shore of Utah's Great Salt Lake. A voice-over by Smithson reveals the evolution of the Spiral Jetty.",/4kuxX7u5GHtP8PtgWXItxYTlE1I.jpg
134375,Home Alone: The Holiday Heist,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]","8-year-old Finn who is terrified to learn his family is relocating from sunny California to Maine in the scariest house he has ever seen! Convinced that his new house is haunted, Finn sets up a series of elaborate traps to catch the “ghost” in action. Left home alone with his sister while their parents are stranded across town, Finn’s traps catch a new target – a group of thieves who have targeted Finn’s house.",/xSoDIZo8tUdOlHzL0TTXcNUwGzL.jpg
85236,Chosen Survivors,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","A group of diverse individuals are suddenly taken from their homes and flown via helicopter to a futuristic bomb shelter in the desert, nearly two miles below the surface of the Earth. There they learn that a nuclear holocaust is taking place and that they've been ""chosen"" by computer to survive in the shelter in order to continue the human race. The shelter is designed to allow the people to exist underground comfortably for years, but they are faced with a threat nobody could have predicted: a colony of thousands of bloodthirsty vampire bats finds a way into the shelter and launches a series of vicious attacks where they claim the humans one by one.",/shhEqihPGuU0zFdtIkQyojaO8RB.jpg
9346,Risky Business,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way.",/60ioiHP0H6PHYcXz7oJvqildpNZ.jpg
49235,Squeeze,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Ty, Hector, and Bao are close friends in a tough section of Boston, where they're called ""the PG-13 crew."" They're 14, decent kids with few skills who've bailed out of school. A small gang of older tough guys, led by Marcus and Tommy, menace them, and when the PG-13s fight back and rob one of the gang, Marcus and Tommy vow to kill them. They seek protection from Derick, a drug dealer, who agrees to help if they'll sell drugs. Meanwhile, Ty is recruited to work at a community center by J.J., its quiet leader. Ty and his friends are in a squeeze: surrounded by violence, drugs, and no opportunities, is there any way out?",/iifSS4xn1rnkYhICYXUwbF3BF5h.jpg
263873,The Undertaker's Wedding,"[{'id': 35, 'name': 'Comedy'}]",,/fnZQpaIeq3b0yQW5k1VT8NnrMZ5.jpg
59881,Taking Off,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Unable to deal with her parents, Jeannie Tyne runs away from home. Larry and Lyne Tyne search for her, and in the process meet other people whose children ran away. With their children gone, the parents are now free to rediscover/enjoy life.",/6fssXE2S78jrklNpC0CkXs33Ge9.jpg
84971,Penguin Pool Murder,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",The body of unscrupulous stockbroker Gerald Parker suddenly appears in the penguin tank at the aquarium.,/pQIr9c2Fe114Q3SbjcBsaNVwk6t.jpg
15259,Breakin',"[{'id': 10402, 'name': 'Music'}]",A struggling young dancer joins forces with two breakdancers and together they become a street sensation.,/btZeyuVPpD8jtsf5E2rEzLl6C4C.jpg
47694,Temptress Moon,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]","Set in the decadent 1920s, Temptress Moon tells the very complicated story of a wealthy family living on the outskirts of Shanghai. Their youngest daughter, Ruyi, is brought up as a servant to her opium-addicted father and brother. Meanwhile, her brother-in-law Zhongliang has a successful, if illegal, career seducing and blackmailing married women in the city. When he comes to Ruyi's home the two fall in love, and trouble ensues.",/o6MCqJzZUyahqX7zyTVrbucBx8g.jpg
270221,Neverlake,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","On a trip home to visit her father, Jenny is thrown into a world of mystery, horror and legend when she is called upon by 3000 year old spirits of the Neverlake to help return their lost artifacts and save the lives of missing children.",/lOPHcbTpXfdNAz05NAQmhKzArrw.jpg
400605,Dead Rising: Endgame,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",Investigative reporter Chase Carter must stop a secret government conspiracy in the zombie infested quarantine zone of East Mission City.,/7pQL75g5mmQxeOg3atTEw6OhvTo.jpg
32690,Scandal,"[{'id': 18, 'name': 'Drama'}]",Akira Kurosawa directed this drama about a paparazzi photo that a tabloid magazine spins into a scandalous story and soon sparks a court case.,/9J9yann2btKsVldYHZn72Mn89pI.jpg
139777,World Without End,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",The English town of Kingsbridge works to survive as the King leads the nation into the Hundred Years' War with France while Europe deals with the outbreak of the Black Death.,/i0wDUwjIsyR2PSw82RhNWOv6ufT.jpg
37431,No Way Back,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","When F.B.I. Agent Zack Grant's partner is killed during a blown-up operation, he attempts to find the person responsible. Mafiaso Frank Serlano believes Zack is responsible for his only sons death in the same operation and kidnaps Zacks son to hold as bait. The action gets wild when airline stewardess Mary is taken hostage to add what seems an another insurmountable problem for Zack. There appears to be No Way Out.",/sbzOHMuOBBF2BdXK62nH4OJld2y.jpg
86522,Louis Theroux: The Ultra Zionists,"[{'id': 99, 'name': 'Documentary'}]","Louis Theroux spends time with a small and very committed subculture of ultra-nationalist Jewish settlers. He discovers a group of people who consider it their religious and political obligation to populate some of the most sensitive areas of the West Bank, especially those with a spiritual significance dating back to the Bible.  Throughout his journey, Louis gets close to the people most involved with driving the extreme end of the Jewish settler movement - finding them warm, friendly, humorous, and deeply troubling.",/hQ0nCQ7WaGCE7zoNVtBdykgfmCH.jpg
365451,"Baby, Baby, Baby","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",The relationship between two mismatched people who try to move past their baggage to make their love work.,/6hmzoMTFcovqQ6itnBHhQ2bOAAh.jpg
63585,Island,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","Based on 'Jane Rogers' acclaimed novel, ""Island"" is a tale of yearning and retribution. Abandoned at birth, Nikki Black has spent most of her life in care sustained only by fairy-stories. Incapable of love, fearful and desperate for revenge, she decides to find her birth mother, confront her, and bitter enough to consider murder. She travels incognito to a remote Hebridean island where Phyllis now lives as a recluse with Calum, her son.",/qxVpddEWmPqTmUY0MiYwOpjv1qQ.jpg
142064,"It's A Bird, It's A Plane, It's Superman!","[{'id': 35, 'name': 'Comedy'}]","TV adaptation of the campy 1960s Broadway musical about the Man of Steel, his friends, his enemies, and his self-image problems.",/nR9mGgSC5lDpk3lVdblCkF3Pp46.jpg
82134,I Want to Marry Ryan Banks,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","Ryan Banks's manager and old friend, Todd, comes up with the idea to have Ryan be the bachelor on a reality dating show in order to clean up his image. The only problem is, Todd falls in love with Charlie, the girl Ryan has chosen to propose to.",/t0C0BIhikWyt2cGmkfkHrQYnjtC.jpg
334939,Sword of D'Artagnan,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","When her grandfather has a car accident, Isabel (11) takes on his search for the sword that has been promised to her ancestor centuries ago by the world famous musketeer D’Artagnan. Assisted by her nephew Rik (12) and friend Jules (13), she will need just as much bravery, loyalty and perseverance as the illustrious musketeer to find his lost sword, to save her grandfather and to reunite her family.",/5KmNMdzkUMdPCnrVuWXbptjYMPr.jpg
37801,Lewis Black:  Black on Broadway,"[{'id': 35, 'name': 'Comedy'}]",Lewis Black goes on tirade after tirade about stupidity in America. He covers everything from corporate greed and Martha Stewart to WMDs and homeland security.,/9xoxrq2VkiGAnpL12uODpXw6WNG.jpg
47212,China Girl,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Teenage lovers Tony (Richard Panebianco) and Tyan-Hwa (Sari Chang) tip the balance of power in New York's Little Italy and Chinatown.,/so4jseXrcp2RTnO5KP6tDKvXYYZ.jpg
102899,Ant-Man,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",/D6e8RJf2qUstnfkTslTXNTUAlT.jpg
46021,A Handful of Dust,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","The wife's affair and a death in the family hasten the demise of an upper-class English marriage.We see the detritus of an abandoned camp in South America and a main character's hallucination. Then, the story beings. Tony and Brenda Last, lord and lady, live on his enormous estate with their young son. Tony's not much for parties, and Brenda joins London society, on the arm of a penniless man, John Beaver, a hanger-on at Tony's club. John is encouraged by his entrepreneurial mother, who sees a quid in Tony and Brenda. Brenda and John become lovers, Brenda spends more and more time in London, and Tony's without a clue. Then, bringing things to a head are tragedy, law suits, greed, and what should be a few-months' expedition to Brazil. We are each of us merely a handful of dust.",/6mfJXlp92q9K8SEwbXQsFRWHnsf.jpg
48471,Walt & El Grupo,"[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]","The year was 1941, and the world was on the brink of war. In an effort to improve relations between the Americas, the Roosevelt administration called upon one of Hollywood’s most influential filmmakers to embark on a special goodwill tour. Written and directed by Theodore Thomas (“Frank and Ollie”) and produced by Kuniko Okubo, the documentary WALT &amp; EL GRUPO chronicles the amazing ten-week trip that Walt Disney and his hand-picked group of artists and filmmaking talent (later known as “El Grupo”) took to South America at the behest of the U.S. Government as part of the Good Neighbor Policy.",/6CxvnjJK1T7dHbVU0Tl0L1crR3F.jpg
